Genotype,CobDiameter,CobWeight,DaystoSilk,DaysToTassel,EarDiameter,EarHeight,EarLength,EarRankNumber,EarRowNumber,EarWeight,GDDAnthesis.SilkingInterval,GDDDaystoSilk,GDDDaystoTassel,GerminationCount,LeafLength,LeafWidth,MainSpikeLength,MiddleLeafAngle,NIROil,NIRProtein,NIRStarch,NumberofTilleringPlants,PlantHeight,RowQuality,SecondaryBranchNumber,SeedSetLength,SouthernLeafBlight,Spikelets.MainSpike,Spikelets.PrimaryBranch,StandCount,TasselBranchLength,TasselLength,TasselPrimaryBranches,TilleringIndex,TotalKernelVolume,UpperLeafAngle,X20KernelWeight
R229,27.35132995,16.36636892,78.34938774,76.25195104,40.81031809,74.96060643,122.1988796,19.18378101,14.04112173,69.41562437,30.75056519,939.7863969,905.3295433,6.696309901,795.1962726,82.98383132,219.9835532,62.85866254,3.858575779,14.23835342,68.34462758,1.242602085,156.4923786,2.158135118,0.868003754,98.64662897,6.30639818,21.94264977,11.10582674,8.383837643,153.7046535,303.889016,6.525794486,0.604925724,56.01827146,72.1595616,4.856760966
R4,25.82505811,14.81840954,75.90958441,73.0501688,34.69144295,60.62819642,142.4433717,23.18123414,14.61887817,52.95135218,35.1714369,895.0944889,860.923283,7.361661395,718.0270775,87.53896695,246.4938745,60.24187908,4.098825705,16.27825607,66.43949049,1.242602085,143.413477,2.24829636,1.52191038,112.2051003,7.178103445,29.81929323,18.14490226,8.21950554,216.1126863,334.2741752,8.090029279,0.542887956,58.05263379,63.27558795,4.385301238
SA24,21.24886961,14.03852275,77.91564492,75.43793861,30.60337546,64.01702307,157.1586099,25.27450584,12.70251536,63.95360168,30.56346853,924.8568565,898.5796752,6.751755859,789.0587818,82.57383722,257.9887396,59.58768322,4.024307129,12.6963499,68.48876354,1.369915143,130.9971091,2.428618843,2.439705362,139.0936774,6.451682391,22.86931371,15.16683185,8.00039607,237.3455985,389.3925126,13.98093812,0.645053925,58.1962937,54.65290765,3.50926434
SC213R,25.52167448,18.72705716,90.62164308,88.29853412,32.76137837,67.8942603,132.1600752,NA,12.20553894,51.09545095,29.0025945,1064.266766,1055.805107,5.032931166,911.2354544,109.0565709,227.3153341,59.40968187,6.164491528,14.72118327,63.99927839,1.242602085,151.3244648,2.067973876,3.598986321,111.2021138,7.25074555,24.4909756,15.43756552,7.726509233,184.5689048,358.3789702,12.40396123,0.582906768,NA,70.55645096,NA
SC357,21.75384818,15.62892193,83.17477655,83.25245797,36.23727466,59.73475132,112.6665497,20.61880287,13.930159,58.51079318,4.538965232,981.2859915,994.0381755,6.696309901,798.1027834,78.6629598,166.4870286,69.40062118,6.227826889,14.7728441,62.88729316,1.242602085,135.2463207,2.158135118,3.047692506,91.90936576,7.105461339,28.66096331,18.68636961,7.945618703,156.9550719,268.0323414,18.15581855,0.582906768,57.37837546,65.29534572,3.850864914
SC55,26.76572374,13.32695437,88.25825436,86.13894433,39.54015884,88.62586188,106.0300774,19.47474686,15.41914933,56.97655823,12.38498842,1017.254459,1023.466959,8.082458847,767.55787,95.13423812,129.5612111,66.2172438,5.306228422,14.19549175,67.60077835,1.242602085,156.6792832,2.158135118,4.146661164,90.39188556,7.323387655,25.18597355,17.33270124,8.00039607,140.70298,232.0282385,23.34459852,0.530819395,54.88780427,68.41163674,4.515080639
SD40,26.44150087,27.71436295,74.66257382,73.0501688,39.1661981,73.29527853,179.005825,26.54028326,14.32908685,110.4400705,26.42117078,870.892753,845.0068552,8.52602651,823.968063,98.52335118,283.0123675,70.70901291,4.784653561,14.05892914,66.74817777,1.242602085,153.6595709,2.24829636,1.929664006,147.0291594,6.524324496,27.96596535,20.04003798,7.945618703,235.8767378,411.6974934,10.93923952,0.542887956,71.1344224,62.23041458,5.423425972
SD44,25.35315925,18.77441201,67.93956019,66.15819687,39.68666364,42.12985635,143.5909504,23.65739458,15.88582499,78.74358135,30.32156161,792.3287699,754.3100729,8.359688637,644.3776936,86.81014525,214.0377274,53.04572457,3.345832482,15.71353439,68.319228,1.242602085,121.7904841,2.338457601,1.497421074,122.8379826,6.233756074,26.11263748,14.35463083,8.00039607,150.293302,299.4700702,10.34282803,0.542887956,75.54130946,54.91420099,4.210725903
Sg1533,22.13513836,11.70653278,77.86142707,75.98061356,32.61851492,76.86383832,126.8697355,22.95202522,13.53057954,53.88597991,24.86210267,904.2497546,890.3579034,6.640863943,755.7830467,85.48264858,227.8558792,55.66250803,4.26041094,14.4114958,66.12122146,1.369915143,137.3709265,2.158135118,2.737903864,116.5956764,6.161113969,31.90428708,21.12297267,6.959626089,201.7485654,327.2195739,17.79797166,0.557775756,54.67945385,60.85076281,3.478476914
Sg18,22.12164728,10.78588819,79.80584162,77.44583594,30.40447971,83.52514993,124.8944679,23.73798701,16.43025784,43.70568366,40.97001824,924.4997332,893.1448052,4.977485208,780.8860175,77.67384463,189.9430509,58.93348735,3.804386739,14.13440855,66.59561189,1.242602085,145.8693497,2.24829636,3.044549939,112.0186869,6.524324496,24.25930961,16.24976654,7.397845029,187.7411688,321.0139887,22.03249324,0.56787256,47.10598918,37.66884038,2.664801862
T232,23.26933356,13.41715154,81.09524627,79.37410968,34.41052302,80.6623142,119.6686531,17.49360205,11.83109777,53.00064877,34.90289074,969.8576624,937.971958,6.862647775,739.6118938,85.13255906,215.8671799,71.36320878,4.250067554,13.49978797,67.5291136,1.242602085,163.4827302,2.158135118,2.053278376,101.533014,7.178103445,21.47931781,14.08389715,7.507399764,160.4751968,314.7789457,14.14887807,0.542887956,48.44651127,74.54507305,6.211357103
T234,25.04199863,16.59252233,81.84044422,80.32201321,38.3002805,58.82773908,130.7741129,22.42285759,14.36055666,80.01405699,31.09862438,999.514335,964.8327992,6.529972028,696.3571284,115.4858087,220.4706952,60.89607494,4.523376776,13.85336707,69.18295737,1.242602085,133.691143,2.24829636,2.333585524,106.8767898,7.178103445,23.56431166,14.35463083,6.685739252,238.2652039,300.0736407,13.86165582,0.622925579,57.3221969,60.66265453,5.09720699
T8,22.00651969,15.69845099,77.31924855,76.8370115,36.07950669,87.09370972,147.9121454,25.79734877,12.3994472,83.20772857,4.571599055,905.8549762,913.0019865,9.413161836,754.5584518,89.38705056,236.7722044,69.40062118,4.665366281,14.48513226,65.68902858,1.242602085,157.9087825,2.067973876,1.372221039,130.3981136,7.613956077,23.10097969,14.6253645,8.21950554,219.2782658,324.4607539,13.68273237,0.582906768,65.76013581,66.93369475,5.329270207
Tx303,27.66500098,13.41450596,81.64349322,82.52095216,42.30044993,88.75495212,121.4222398,22.35244931,13.91530001,67.89971813,38.32527038,975.3629152,980.992023,4.755701376,759.0204347,93.51704021,230.0840551,65.475446,4.239212942,13.16270172,67.15306246,1.242602085,168.5863548,2.067973876,1.497421074,107.3796914,6.669608707,28.42929732,16.24976654,6.904848722,192.3427645,364.4678679,20.75865419,0.641978888,73.85873359,70.6616325,4.8817168
Tx601,28.16710761,18.49757432,90.26873635,90.17066215,38.9011555,102.9050437,126.367901,22.56357127,13.92311358,67.00469292,33.81949112,1057.644154,1035.796629,7.472553311,930.1850251,83.11807948,243.1161583,73.58661109,5.639203081,14.33878552,67.54599955,1.242602085,174.2676396,2.158135118,0.678273664,108.5032265,7.686598182,23.10097969,10.5643594,7.781286601,196.5936873,332.4496392,15.61166249,0.582906768,61.3839332,59.34166969,3.964720103
Tzi10,22.55214109,13.86569011,91.01060458,90.44575808,32.21278796,89.38974616,138.9498646,23.12520005,13.09340374,59.77741288,48.82168136,1089.180352,1061.153506,6.419080112,949.6364925,86.08862982,240.2650541,59.12877919,4.677738753,14.66701399,66.70266086,1.242602085,144.9776514,2.24829636,5.909526668,119.4479422,7.613956077,22.63764772,18.14490226,8.43861501,230.0672726,363.8536514,19.88399697,0.641978888,61.77021375,62.04412116,3.823640266
Tzi11,25.09704073,11.90119114,86.99532065,82.9244625,33.95103839,80.86559667,113.3101734,18.80061172,12.46760347,48.33806371,45.52997163,998.2572462,949.5432792,6.640863943,714.6672576,83.66059432,202.4067811,66.78383773,4.554980152,12.83898315,69.50104483,1.242602085,158.7675088,2.158135118,3.448471458,97.59677519,7.613956077,23.10097969,13.00096246,8.164728173,193.4493293,307.5000136,13.86165582,0.56787256,51.86516543,73.21665724,3.904211694
Tzi16,28.43246393,15.87565852,80.57231966,80.70188568,39.44861511,87.80742168,122.6176506,20.55862147,16.59791729,65.76152529,2.017421689,961.9728332,975.1444366,7.25076948,844.4202996,89.28293317,194.4910421,66.49814648,4.702435594,12.64220834,69.82591841,1.242602085,168.7678788,2.067973876,3.430817337,108.7286326,7.541313972,23.33264568,15.7082992,8.164728173,226.2973305,330.6345973,22.29093822,0.622925579,57.98757472,73.2975821,4.304028809
Tzi18,27.16904019,19.09890235,85.25948115,84.52981099,38.70506667,84.55430588,126.4953787,19.90982598,12.60478374,60.90206343,10.37960578,989.6229306,997.198488,7.139877564,867.9390384,96.70129693,247.3638582,69.40062118,4.672598187,15.2011776,65.24778995,1.242602085,150.4519122,2.067973876,3.947806791,110.69603,7.541313972,21.01598584,12.45949511,7.836063968,242.2394855,365.5654071,17.02263672,0.542887956,54.18112065,71.95054869,4.612225265
Tzi25,27.37926687,24.51644252,82.74103373,80.86468816,36.89344214,90.06794646,136.4670124,22.87849122,12.98098847,73.44790968,26.46191436,978.451086,957.7132878,6.751755859,882.9515667,92.17219063,247.712215,66.78383773,4.327931506,12.91361301,69.97953604,1.242602085,158.3809171,2.158135118,5.55304329,117.3149806,7.613956077,21.47931781,14.6253645,7.397845029,236.153379,368.1998537,20.12397647,0.542887956,70.56914523,67.27040395,4.982353502
Tzi8,29.04639,16.69378905,91.04119847,87.32208347,37.7883538,90.13119177,126.6203294,19.50283006,13.00565189,51.65586059,37.81650264,1046.88204,1011.38022,4.423025629,804.2870281,102.758909,209.8296064,67.10330187,4.539088164,15.15589117,61.34194422,1.242602085,156.5712382,2.338457601,1.66685139,101.7511026,7.468671866,18.23599403,11.10582674,6.959626089,211.3396914,311.5538601,11.9222204,0.530819395,58.59420473,73.35594488,4.625708358
Tzi9,27.01076871,17.9113719,84.42178714,84.66341285,40.28843312,86.32865272,136.4954583,24.49669924,15.52962624,87.11686378,-5.684357584,959.7741101,983.916748,7.195323522,885.6180904,86.62793983,208.2317813,64.44512764,4.300405402,12.70535673,67.41694513,1.242602085,175.4003883,2.067973876,2.20405579,120.6678075,7.178103445,36.07427479,16.52050022,7.616954498,168.9295672,326.1657953,18.75223004,0.679032053,68.32308365,61.66152427,4.642209324
U267Y,26.02266255,19.6461328,86.67909471,84.37296169,37.26514045,52.69024952,126.1671632,19.61376849,10.88466529,58.344285,34.34979944,1046.332118,1014.703657,3.591336261,642.9661422,93.26451859,212.9620889,62.67301149,4.17659673,13.67534759,65.17526443,1.242602085,127.2698224,2.518780085,1.929664006,112.6834321,6.015829758,14.76100427,9.210691027,6.795293987,233.386967,291.9634094,5.264403272,0.604925724,53.21621336,54.37606905,5.296740677
VA102,26.69659828,17.2398253,71.40950271,71.04227147,39.56997131,64.25492706,132.8855356,20.94303709,15.97950129,69.040168,9.12213814,845.3374578,842.7136235,8.747810342,690.8018728,84.75382688,227.3914035,68.74642532,3.79100315,12.79696994,70.29526723,1.242602085,140.4398015,2.24829636,0.939978107,112.7683951,7.686598182,23.79597764,17.60343491,8.109950805,194.0026117,307.0221504,6.645076785,0.530819395,60.77771568,71.63697491,3.896088651
Va14,23.16216302,16.80637194,80.15126903,78.56410901,34.85199569,52.59763174,125.323703,NA,14.59106939,64.79293735,21.14146463,942.6944445,925.9553089,4.589363503,735.4661423,91.20910481,262.9044716,60.24187908,4.4991509,15.96948417,62.70109059,1.242602085,125.567561,2.24829636,1.533530614,109.8712955,6.960177128,21.71098379,14.89609818,6.52140715,179.9796271,363.5956515,11.61421897,0.530819395,54.86122385,60.26718179,3.812354084
Va17,23.0466319,17.32462727,76.83128789,74.89526365,36.04592343,54.26295964,139.0739729,21.30490159,14.43420793,69.34269553,21.20238725,911.1053495,887.869415,7.694337142,743.0924,95.16556548,282.4903288,68.74642532,4.27373829,14.28998134,67.03616,1.242602085,130.5249745,2.158135118,2.053278376,107.1541594,7.541313972,27.50263339,15.43756552,8.21950554,218.223608,359.2055698,4.915483462,0.542887956,54.40044934,62.49170793,4.635419677
Va22,25.05427352,21.26252518,78.29516989,76.21755304,35.7107878,64.73073503,153.4424327,26.07217961,11.97980307,88.52495562,26.13515402,928.1487734,894.8971714,6.252742238,720.734525,103.7545068,259.1603149,64.82125013,4.982264726,16.3483678,64.72214879,1.242602085,138.5512631,2.067973876,1.497421074,136.3485678,6.451682391,21.71098379,14.6253645,7.890841336,214.7507018,341.8469881,13.92129697,0.604925724,69.66527886,65.88852138,4.553456593
Va26,25.86068139,16.48887039,71.62637412,71.53067893,38.93524822,53.56925349,131.6326819,22.99419934,13.51816231,81.70271998,6.211751773,839.6643387,838.5805804,7.028985648,674.7760635,88.26778866,156.6886566,62.20446667,3.814360684,13.84425556,67.06374385,1.242602085,142.8150404,2.067973876,2.826132348,116.1932802,6.30639818,22.63764772,14.35463083,7.288290294,188.3933029,279.8500361,14.93244034,0.604925724,60.74657646,70.19720686,5.247749654
Va35,24.81645156,18.30100362,74.28304885,73.75564625,38.90069277,54.9766716,158.7726138,26.20386505,11.82063539,99.15417602,11.92427116,886.6925389,879.8564781,5.69828266,628.4772558,86.75808656,275.4646375,62.85866254,4.56511728,12.87812267,69.60739002,1.242602085,123.6790225,2.24829636,1.093499556,143.6446583,7.178103445,24.95430756,13.00096246,7.452622396,244.7292563,373.5858333,7.301129424,0.542887956,74.12224537,69.80792152,5.577465796
Va59,23.74305526,13.92701992,72.49385974,71.09653896,36.27185387,54.9766716,123.1570191,22.75087154,11.60170561,67.24739759,21.98762174,865.9804354,842.3021595,8.082458847,646.4842473,87.9554365,255.0877233,68.74642532,5.022836222,14.95293701,67.14249009,1.242602085,122.7347533,2.158135118,0.814778072,106.2275162,7.613956077,27.73429937,14.08389715,7.836063968,203.7863585,344.3666503,9.567493089,0.542887956,61.24708529,68.24016146,4.701643737
Va85,24.19976822,17.4610732,77.08831328,74.99658639,35.53312454,59.40288509,147.9402082,21.85830715,12.38309983,68.4347119,34.92150666,882.5647017,848.8978004,5.199269039,717.183801,92.24320364,302.1579406,67.98935995,4.599376773,13.65832959,66.51496341,1.242602085,136.0827142,2.24829636,0.536056589,120.4204658,7.468671866,17.54099608,10.02289205,7.069180824,215.405289,348.3809462,3.974570618,0.56787256,63.57524387,54.37791025,5.370876311
Va99,24.7444175,17.58409623,76.50598078,73.97271623,38.06282012,50.93230384,147.2403771,22.84894797,14.60386898,84.63685739,29.35122894,901.4015015,880.8617072,7.916120974,718.2670646,96.41497411,241.9643283,64.16705427,4.702126293,13.29013522,68.37492165,1.242602085,136.6627246,2.158135118,2.208385489,126.7462725,5.434692915,24.25930961,13.54242981,8.21950554,191.8907869,339.6307444,9.627134238,0.582906768,74.74388638,64.32076132,5.868863283
VaW6,25.40498537,16.14898824,74.293475,73.24834523,36.64482908,41.3216209,156.759006,22.01266722,14.5248717,60.42749906,22.62878575,876.2494951,857.9856281,4.478471587,773.9741609,89.15513338,231.4893997,60.89607494,4.476035611,13.60852688,67.69263406,1.242602085,92.32694592,2.24829636,0.507570431,119.2906405,6.409686977,25.41763953,11.91802776,7.616954498,192.9825806,305.8763076,6.360984916,0.542887956,55.16118886,33.24543775,3.95057424
W117Ht,23.13140001,8.654080954,66.09615323,65.88685939,32.8977283,38.32339258,98.97972145,17.90217869,12.28159855,42.18318998,15.46631653,757.5689137,738.788462,5.365606913,581.5054438,60.08028494,226.1801153,58.27929149,4.167125221,13.20163315,67.79639791,1.242602085,94.6427434,2.24829636,1.426001713,92.7814221,4.998840283,22.86931371,12.18876144,7.562177131,246.7156039,314.8121087,8.248803832,0.542887956,52.11629031,41.5839671,4.992635362
W153R,22.85981782,10.14127435,70.81310634,69.84838657,34.49826995,40.22662446,109.4910475,20.10058001,12.07383672,50.77408318,21.49894779,827.167057,808.7236802,5.864620533,502.4789697,76.90822603,153.9461849,57.63756572,3.634680147,14.38936982,67.34040132,1.242602085,88.97712796,2.067973876,0.893997417,97.53185766,6.814892918,22.86931371,13.00096246,6.850071354,119.5541372,217.2167945,9.388569642,0.542887956,52.82116177,57.52713442,4.136566699
W182B,22.33322011,13.60324219,61.75872509,61.92533222,31.60711149,38.79920055,139.5472836,24.93110183,12.20753664,70.44509702,1.913992624,707.2264347,695.4009821,6.308188196,547.8552297,78.80376887,180.938288,47.6100242,4.412001695,14.85861471,67.49267704,1.242602085,109.5149839,2.24829636,3.212559334,134.0925645,5.361098239,23.56431166,14.35463083,7.288290294,188.3933029,287.8593448,9.03809253,0.542887956,64.16817662,50.21092083,4.580392055
W22,23.17266218,13.24472911,74.44570241,73.1587038,34.95834235,52.59763174,132.1339145,20.76276654,12.60443612,50.30069683,22.22309998,874.7274475,851.0712126,6.585417985,613.1527013,91.13101677,228.6687117,55.86544957,3.831425755,13.73206818,69.24858347,1.242602085,121.5544167,2.158135118,1.280424403,109.9219462,6.088471864,25.8809715,13.81316348,7.452622396,180.7445067,310.7689188,10.34282803,0.530819395,49.32149428,42.28502277,4.134296426
W22_R-rstd,24.16927897,14.96859314,74.17461315,72.01908639,34.18413433,48.55326398,133.6045502,19.59114507,13.60614375,64.27370293,30.71582514,873.1301883,837.049564,7.306215437,605.9412952,83.79074106,216.5294776,56.97089976,4.425351225,13.54367055,68.82311749,1.242602085,121.0822821,2.158135118,1.66685139,113.4361668,6.015829758,30.74595716,16.79123389,7.945618703,189.1581825,303.7205203,8.911440449,0.530819395,56.09448197,42.89470723,4.005158686
W64A,24.44970749,16.09243117,74.33726671,71.36787644,35.28407062,51.99170781,137.0189455,19.162869,12.84329012,55.64124307,35.25540985,862.4053661,829.5481861,6.19729628,643.7839203,90.94150915,224.4230558,58.5236238,3.922281463,14.21565297,68.52005059,1.242602085,119.6142727,2.338457601,1.648059488,112.8155649,5.565887841,27.50263339,12.18876144,7.123958191,195.6624589,312.1276704,8.613234704,0.530819395,52.11629031,44.72376063,4.540893085
WD,19.70011309,8.278885542,61.27076442,61.92533222,29.56680651,43.53811823,101.0096417,NA,10.58941237,41.58643056,-4.88867119,687.2058223,696.707934,4.92203925,516.5541189,69.90067768,211.9005502,30.77492075,NA,NA,NA,1.242602085,111.0888119,2.338457601,1.812428699,103.3328212,5.169811866,20.76474765,13.6276792,6.795293987,219.1799377,296.4730629,8.821366901,0.542887956,54.86122385,17.23653653,4.537361544
Wf9,27.00720542,26.73793686,71.78902767,70.4953491,39.52237975,62.58301484,135.787012,23.76102107,14.29790237,86.73299815,18.76152196,837.7373838,813.8082504,7.638891185,719.2777754,102.5702815,220.2415074,56.97089976,3.473237878,13.89587587,69.01374073,1.242602085,146.5740152,2.24829636,2.439705362,116.5089931,4.998840283,26.57596945,15.97903287,7.836063968,222.0480061,316.9756183,11.34053185,0.542887956,71.84603224,36.52883951,4.393432546
Yu796_NS,25.07960891,12.83605173,72.71073115,72.01721185,39.68758058,63.30331112,103.6293715,20.26738421,12.91679331,70.32216223,7.777009809,851.8980902,845.003599,6.862647775,730.6663997,83.30659521,268.5535502,52.39152871,3.988629098,13.74841223,67.15933557,1.242602085,135.482388,2.067973876,1.280424403,100.1963005,6.524324496,19.39432395,12.18876144,7.781286601,285.5330145,389.1901151,9.853530072,0.622925579,69.0240818,47.5979874,5.258866824
